"Moving Analytics","-","-","-","-","-"
"Rally","-","-","11 to 50","-","-"
"Praestan Health","-","-","-","-","-"
"LivNao","-","-","-","-","-"
"Breezeway","-","-","11 to 50","-","-"
"BuildStream","-","-","-","-","-"
"Aiva Health","-","-","-","-","Healthcare"
"Infiniteach","-","-","-","-","-"
"Choiceworx","-","-","-","-","-"
"Solutions by Text","Danny Cantrell","-","11 to 50","-","Telecommunications"
"CASHDROP","-","-","-","-","-"
"EvoShare","-","-","11 to 50","-","-"
"Platform Science","-","2015","11 to 50","-","Information Technology"
"Pointcloud","-","-","-","-","-"
"ORUM","-","-","-","-","-"
"Helpsy Health","-","-","-","-","-"
"SocialClimb","-","-","-","-","-"
"Coalesce.ai","-","-","-","-","-"
"BACARAI","-","-","-","-","-"
"OneClick.ai","-","-","-","-","-"
"Promethium","-","-","-","-","Information Technology"
"StreamLayer","-","-","-","-","-"
"FleetUp","-","2013","51 to 200","-","-"
"NO NAME","-","-","-","-","-"
"Health Note","-","-","-","-","Healthcare"
"Quid","-","-","-","-","-"
"BLUEDOT株式会社","-","-","11 to 50","-","Manufacturing"
"FlytBase","-","2017","11 to 50","-","Information Technology"
"Accrualify","-","-","-","-","-"
"DEMEX Group","-","-","-","-","-"
"Meixin Finance","-","-","-","-","-"
"Expetitle","-","-","-","-","Real Estate"
"SOPHYA","-","-","-","-","-"
"SizeUp","-","-","-","-","-"
"SnapSupport","-","-","-","-","-"
"Tilt","-","-","51 to 200","-","-"
"Oort","-","-","-","-","-"
"RozieAI","-","-","-","-","-"
"Zeta","-","2015","201 to 500","-","-"
"Testfire Labs","Dave Damer, Founder & CEO","-","-","-","-"
"CrowdPlay","-","-","-","-","-"
"AgentSync","-","-","-","-","-"
"The Helper Bees","-","-","11 to 50","-","Healthcare"
"Collective Liberty","-","-","-","-","-"
"Vizru","-","-","11 to 50","-","-"
"Shipchain","-","2017","11 to 50","-","-"
"SimpleSense","-","-","-","-","-"
"WestLight","-","-","51 to 200","-","Restaurants, Travel and Leisure"
"Koffie","-","-","-","-","-"
"Liine","-","2016","11 to 50","-","Telecommunications"
"Dvinci Energy","-","2016","11 to 50","$5M to $25M (USD)","-"
"Optio3","-","-","-","-","-"
"Rally Bus","-","-","-","-","-"
"Ushur","-","-","11 to 50","-","-"
"Trio Health","-","-","11 to 50","-","-"
"Reflective AI","-","-","-","-","-"
"Kudo","-","-","-","-","-"
"Contract Wrangler","-","-","-","-","-"
"SheSpeaks","-","-","-","-","-"
"KNOT","-","-","-","-","-"
"Best Shot","-","-","-","-","-"
"Wingocard","-","-","-","-","-"
"SALUCRO.COM","-","-","-","-","-"
"StructionSite","-","-","11 to 50","-","-"
"Elemeno Health","-","-","-","-","-"
"FLX Distribution","-","-","-","-","Financial Services"
"Mountain Health","-","-","51 to 200","$5M to $25M (USD)","-"
"LittleData","-","-","11 to 50","-","-"
"Nexgrid LLC","-","-","-","-","-"
"InsuredMine","-","-","-","-","-"
"SensorUp","-","-","-","-","-"
"True Reply","-","-","-","-","-"
"Token","-","-","11 to 50","-","-"
"Advanced Voice Research Labs","-","-","-","-","-"
"Responsum Health","-","-","-","-","Media & Communication"
"Ceterus","-","2008","51 to 200","-","-"
"AxiaMed","-","1999","51 to 200","-","-"
"Episode Six","-","-","-","-","-"
"Kompyte","-","2014","11 to 50","-","-"
"Sherpa","-","-","11 to 50","-","Human Resources & Staffing"
"PEAK MIND","-","-","-","-","-"
"Rendia","-","-","-","-","-"
"Alcatraz AI","-","2016","11 to 50","-","-"
"SupportPay","-","-","-","-","-"
"Tensorflight","-","-","11 to 50","-","-"
"Qube Money","-","-","-","-","-"
"1SM","-","-","-","-","-"
"CRED","-","-","11 to 50","less than
$1M (USD)","-"
"OnPay Solutions","-","-","-","-","Financial Services"
"Nursa","-","-","-","-","-"
"Legably","-","-","-","-","-"
"Fulcrum","-","-","51 to 200","-","Information Technology"
"Takoda","-","-","-","-","-"
"Shujinko","-","2018","11 to 50","-","-"
"SMARTX","-","-","-","-","-"
"Checkfront","-","2010","11 to 50","$5M to $25M (USD)","-"
"Toomle","-","-","-","-","-"
"Zorroa","-","2014","11 to 50","-","-"
"i2Chain","-","-","-","-","-"
"Trilogy Mentors","-","-","11 to 50","-","Consumer Goods and Services"
"Trust Stamp","-","-","-","-","-"
"NEURO","-","-","-","-","-"
"Freestar","-","-","11 to 50","-","-"
"Darvis","-","-","-","-","-"
"NetObjex","-","-","11 to 50","-","-"
"Cloudleaf","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"Woebot","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"BlackHorse Solutions, Inc.","-","-","-","-","Aerospace & Defense"
"firework","-","2017","11 to 50","-","Management & Consulting"
"Spitball","-","-","11 to 50","-","-"
"cogni","-","-","-","-","-"
"Fig Loans","-","2015","11 to 50","-","Financial Services"
"BuyChain","-","-","-","-","-"
"Tree3","-","-","-","-","Information Technology"
"Grant Source","-","-","-","-","-"
"Switch","-","1992","51 to 200","-","Advertising & Public Relations"
"RentMoola","-","-","-","-","-"
"OnBoard Security","-","2018","11 to 50","-","-"
"HomeEXCEPT","John Robertson, CEO","-","11 to 50","-","Personal Consumer Services"
"ETU","-","-","-","-","-"
"RIMSYS","-","-","-","-","-"
"Sotero","-","-","-","-","-"
"FreightRoll","-","-","-","-","-"
"Trend","-","2017","11 to 50","-","-"
"Lighter","-","2013","11 to 50","-","-"
"TAIGA","-","-","-","-","-"
"Hour One","-","-","-","-","-"
"MindPass","-","-","-","-","-"
"PANTHER","-","-","-","-","-"
"Swimply","-","-","-","-","-"
"HackNotice","-","-","-","-","Information Technology"
"ConnectedFi","-","-","11 to 50","-","-"
"escalated","-","-","-","-","-"
"Appy Pie","-","-","-","-","-"
"Bipath","-","-","-","-","-"
"SportBLX","-","-","-","-","-"
"nada Homes","-","2018","11 to 50","-","Real Estate"
"Healthcare Fraud Shield","-","-","-","-","-"
"Textron Aviation","-","1927","5,001 to 10,000","$1B to $5B (USD)","Aerospace & Defense"
"HealthBridge","-","-","-","-","Healthcare"
"Tradepending","-","-","11 to 50","-","-"
"Persistence AI","-","-","-","-","-"
"BrightHire","-","-","-","-","-"
"neMedIO","-","-","11 to 50","-","-"
"Apptegy","-","2015","51 to 200","-","Education"
"Showcase","Samir Kulkarni","-","501 to 1,000","-","Retail & Wholesale"
"PayRecs","-","-","-","-","-"
"Hippo Video","-","-","-","-","-"
"BBOT","-","-","-","-","-"
"Anno","-","-","-","-","-"
"carely","-","-","-","-","-"
"SAVE","-","-","11 to 50","-","Telecommunications"
"Upswot","-","-","-","-","-"
"Helios Companies","-","-","-","-","-"
"Honcho","-","-","51 to 200","-","-"
"Carewell","-","-","-","-","-"
"OrangeGrid","-","-","-","-","-"
"NestEgg","-","-","-","-","-"
"iRestify","-","2016","11 to 50","-","Information Technology"
"Stacklet","-","-","-","-","Information Technology"
"ScoreVision","-","-","11 to 50","-","-"
"Logistyx Technologies","-","2017","51 to 200","-","-"
"Karamba","-","-","-","-","-"
"QualiFi","-","-","-","-","-"
"Bolster","-","-","11 to 50","-","-"
"prefect","-","-","-","-","-"
"Aadya","-","-","-","-","-"
"Fresh Technology","-","-","-","-","Software Development"
"SISU","-","-","11 to 50","-","Pharmaceutical & Biotechnology"
"Territory Foods","-","-","-","-","-"
"Malomo","-","-","-","-","-"
"OneReach","-","-","51 to 200","-","-"
"CARIBU","-","-","-","-","-"
"AngelEye Health","-","-","-","-","-"
"BetterYou","-","-","-","-","Healthcare"
"Clockedin","-","-","-","-","-"
"Shipshape Ai","-","-","-","-","Information Technology"
"Afficiency","-","-","-","-","-"
"Flamingo","-","1997","11 to 50","$1M to $5M (USD)","Restaurants & Food Service"
"DONUT","-","2018","11 to 50","-","-"
"Wrapbook","-","-","-","-","-"
"Nebulous","-","-","-","-","-"
"DOT","-","-","11 to 50","-","-"
"Pay2Pay","-","-","-","-","-"
"Public Bloc","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Aqfer","-","-","11 to 50","-","-"
"OnCall Health","-","-","-","-","-"
"Analyst1","-","-","-","-","-"
"Parallel Markets","-","-","-","-","-"
"Edify Labs","-","-","-","-","-"
"LINUS","-","1989","less than
10","less than
$1M (USD)","-"
"Capchase","-","-","-","-","-"
"APPTEK","-","-","-","-","-"
"TechMate","-","-","11 to 50","-","Information Technology"
"Cube","-","-","-","-","-"
"Dacast","-","2008","11 to 50","$1M to $5M (USD)","-"
"Cloud Agronomics","Mark Tracy","-","11 to 50","-","Information Technology"
"Vette","-","-","-","-","-"
"Panopto","-","-","51 to 200","$5M to $25M (USD)","Information Technology"
"AVUITY","-","-","11 to 50","-","-"
"Tire Agent","-","-","-","-","-"
"Face2Face Health","-","-","-","-","-"
"Fortem","-","-","11 to 50","$1M to $5M (USD)","Information Technology"
"Field Complete LLC","-","-","-","-","-"
"Earlybird","-","-","-","-","-"
"ChatFunnels","-","-","-","-","-"
"Duke Energy","-","1917","more than
10,000","$5B to $10B (USD)","Energy, Mining & Utilities"
"Housecall Pro","-","2013","201 to 500","$25M to $100M (USD)","Information Technology"
"Asigra","-","1986","51 to 200","$5M to $25M (USD)","-"
"Reachdesk","-","-","-","-","-"
"ScalaMed","-","-","11 to 50","-","Healthcare"
"ZARTECH","-","-","-","-","-"
"WayScript","-","-","-","-","-"
"PatientIQ","-","-","-","-","-"
"MIGHTY LABS","-","-","-","-","-"
"Marble","-","2015","11 to 50","-","-"
"Gatherly","-","-","-","-","-"
"Anima","-","-","-","-","Restaurants & Food Service"
"aptihealth","-","-","-","-","-"
"Grata","-","-","-","-","-"
"Palette","-","-","-","-","Personal Consumer Services"
"Cohesion","-","1999","51 to 200","$5M to $25M (USD)","-"
"VillagePlan","-","-","-","-","-"
"WITHmyDOC","-","-","-","-","-"
"MARQVISION","-","-","-","-","-"
"BlueLyte","-","-","-","-","-"
"trackstreet","-","-","11 to 50","-","-"
"Popular Pays","-","2014","11 to 50","less than
$1M (USD)","-"
"LifeBio","-","-","-","-","-"
"Twentyeight Health","-","-","-","-","Healthcare"
"Dasceq","-","-","-","-","-"
"Vedia.ai","-","-","-","-","-"
"CyGov","-","-","-","-","-"
"e-Dealer Direct","-","-","-","-","-"
"HelloTeam","-","2016","11 to 50","-","-"
"KOOP","-","-","-","-","-"
"Synapse","-","-","11 to 50","-","-"
"Limble CMMS","-","-","-","-","-"
"VIVA Finance","-","-","-","-","-"
"ANDONIX","-","-","11 to 50","-","-"
"Trenlot","-","-","-","-","-"
"Arin Technologies","-","-","-","-","-"
"video intelligence","-","-","51 to 200","-","-"
"Sneez","-","-","-","-","-"
"CareFull","-","-","-","-","-"
"EMPath","-","-","51 to 200","-","Catering & Food Service Contractors"
"career.place","-","-","-","-","-"
"Klearly","-","-","-","-","-"
"stylust","-","-","-","-","-"
"RED Technologies","-","-","-","-","-"
"Fundrite","-","-","-","-","-"
"CareTrack","-","-","-","-","-"
"6AM City","-","2016","11 to 50","-","-"
"MindRight Health","-","-","-","-","Healthcare"
"Juro","-","-","-","-","-"
"MedTrans Go","-","-","-","-","Healthcare"
"HUVR","-","-","-","-","-"
"NIX","-","-","-","-","-"
"ManageCasa","-","-","-","-","-"
"SiteOwl","-","-","-","-","-"
"TSOLife","-","-","-","-","Information Technology"
"CLAIR","-","2004","more than
10,000","$500M to $1B (USD)","-"
"UBQFIT","Ellie Sarmadi","-","less than
10","-","Healthcare"
"Simetric","-","-","-","-","-"
"SiteAware","-","-","11 to 50","-","-"
"DiRx Health","-","-","-","-","Pharmaceutical & Biotechnology"
"Zenus","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"Fern Health","-","-","-","-","-"
"TUONO","-","-","-","-","-"
"p.volve","-","-","11 to 50","-","-"
"Tone","-","-","-","-","-"
"Voiceworx","-","-","-","-","-"
"GETIDA","-","-","11 to 50","-","-"
"Prodeal","-","-","-","-","-"
"Sadiant Health LLC","Sarah Snetzer, President","-","201 to 500","-","Healthcare"
"SmartKargo","-","-","-","-","-"
"Exer Labs","-","-","-","-","-"
"Punchlist","-","-","-","-","Construction, Repair & Facilities Services"
"Tamarin Health","-","-","-","-","Information Technology"
"Disperse","-","-","-","-","-"
"TRIBU","-","2011","less than
10","less than
$1M (USD)","-"
"Forefront Technologies","-","-","-","-","-"
"avoMD","-","-","-","-","-"
"Turbopass","-","-","-","-","-"
"Flick","-","-","-","-","-"
"Waratek","-","2009","11 to 50","-","-"
"Zaya Care","-","-","-","-","-"
"Cloud Campaign","-","-","-","-","-"
"UtiliData","-","-","-","-","-"
"Azimuth GRC","-","-","-","-","-"
"Intelivideo","-","-","-","-","-"
"FastVisa US","-","-","-","-","-"
"DataGration","-","-","-","-","-"
"Adrich","-","-","-","-","-"
"Wayflyer","-","-","-","-","-"
"Swyft","-","-","-","-","-"
"polygon.io","-","-","-","-","-"
"Knockri","-","-","-","-","-"
"Intermx","-","-","11 to 50","-","-"
"Caliber Collision","Mark Sanders","1997","more than
10,000","$1B to $5B (USD)","Automotive"
"Capitalize","-","-","-","-","Financial Services"
"LUMIS","-","-","-","-","-"
"Workspace365","-","-","-","-","-"
"STIMULUS","-","1989","51 to 200","-","-"
"Bricz","-","2013","11 to 50","-","-"
"roby","-","2002","11 to 50","$5M to $25M (USD)","-"
"InsiderScore","-","2004","11 to 50","$1M to $5M (USD)","-"
"Ovation Property Management","-","-","201 to 500","-","Real Estate"
"FingerprintJS","-","-","-","-","Information Technology"
"NO NAME","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"NO NAME","-","-","-","-","-"
"Shift","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"Resurface Inc","-","-","-","-","Construction & Facilities Services"
"Citcon","-","-","-","-","-"
"Thoroughcare","-","-","11 to 50","-","-"
"ProText","-","-","-","-","-"
"QuantHub","-","2017","11 to 50","-","-"
"Intraprise Health","-","-","-","-","-"
"Rabbu","-","-","-","-","-"
"PureStake","-","-","-","-","Information Technology"
"Elevate K-12","-","2007","51 to 200","-","Education"
"Canoe","-","-","-","-","Restaurants & Food Service"
"Physician 360","-","-","-","-","-"
"Surfly","-","-","11 to 50","-","-"
"fieldXperience","-","-","-","-","-"
"Rolebot","-","-","-","-","Human Resources & Staffing"
"KEEPS","-","-","-","-","-"
"Fairwinds","-","-","-","-","-"
"Marco Financial","-","-","-","-","-"
"Radix","-","-","-","-","-"
"Voximplant","-","2008","11 to 50","-","-"
"Please Assist Me","-","-","-","-","Private Households"
"Rapid Flow Technologies","-","-","-","-","-"
"VIDAZOO","-","-","51 to 200","-","-"
"Darwin Homes","-","-","-","-","Real Estate"
"Kaigo Health","-","-","-","-","-"
"Mandolin","-","-","11 to 50","less than
$1M (USD)","-"
"TalkMeUp","-","-","-","-","-"
"Aperity","-","-","-","-","-"
"IKOS","-","2017","-","-","-"
"Linus Health","-","-","-","-","-"
"Komodo","-","-","-","-","-"
"AlertMe","-","-","-","-","-"
"Mitivate","-","-","-","-","Healthcare"
"The Sip","-","-","-","-","-"
"BrandXR","-","-","-","-","-"
"Hire Ground","-","2007","11 to 50","-","-"
"PHYLUM","-","-","-","-","-"
"Sway Medical","-","-","-","-","-"
"5x5 Technologies","-","-","-","-","-"
"skimmer","-","-","-","-","-"
"Chattr","-","-","-","-","-"
"Skyllful","-","-","-","-","-"
"Inventory Source","-","-","less than
10","less than
$1M (USD)","-"
"SkyPoint","-","-","-","-","-"
"Antidote","-","2010","11 to 50","-","Healthcare"
"Kinetic Plc","-","-","less than
10","-","Manufacturing"
"Inrupt","-","-","-","-","-"
"Audio Analytic","-","2010","less than
10","-","-"
"Zero Keyboard","-","-","-","-","-"
"Toolbox OS","-","-","-","-","-"
"MākuSafe","-","-","-","-","-"
"Jongerenuitzendbureau JAM","-","1991","11 to 50","$1M to $5M (USD)","Human Resources & Staffing"
"YuJa","Professor Ajit Singh","-","51 to 200","-","Information Technology"
"Massive Bio","-","2014","11 to 50","-","-"
"OpenTeams","-","-","-","-","-"
"Mixtroz","-","-","-","-","-"
"Wowza","-","-","-","-","-"
"Hive Networks","-","-","-","-","-"
"REEF Technology","-","-","201 to 500","$25M to $100M (USD)","Restaurants & Cafes"
"Dash Energy","-","-","-","-","Energy, Mining & Utilities"
"swell","-","2010","less than
10","less than
$1M (USD)","-"
"The Premiere","-","-","-","-","-"
"Preddio Technologies","-","-","-","-","-"
"ODA","-","1997","11 to 50","-","Arts, Entertainment & Recreation"
"FrikinTech","-","-","-","-","-"
"STARK","-","-","1001 to 5,000","-","-"
"Rulex","-","-","-","-","-"
"Highwing","-","-","-","-","-"
"Verinovum","-","-","-","-","-"
"HIVE Diversity","-","-","-","-","-"
"Conducto","-","-","-","-","-"
"Hungry","-","-","-","-","-"
"SIERA.AI","-","2017","11 to 50","-","Information Technology"
"Thrux","-","-","-","-","-"
"BombBomb","Conor McCluskey","2006","51 to 200","-","Information Technology"
"Notch","-","-","-","-","-"
"REINNO","-","-","-","-","Real Estate"
"RETRAIN","-","-","-","-","-"
"Ternio","-","-","-","-","-"
"Corecare","-","-","-","-","-"
"Sunny Day Fund","-","-","-","-","Information Technology"
"4SIGHT","-","-","51 to 200","-","Consulting and Business Services"
"Undock","-","-","-","-","-"
"vowel","-","-","-","-","-"
"OpsLevel","-","-","-","-","-"
"Curve Health","-","-","-","-","-"
"social live","-","-","-","-","-"
"Quility","-","-","-","-","-"
"Perfitly","-","-","-","-","-"
"Glofox","Conor O'Loughlin","2014","11 to 50","-","Information Technology"
"Alvys","-","-","-","-","-"
"Mask","-","-","-","-","-"
"FINMARK","-","-","-","-","-"
"Rebrandly","-","-","-","-","-"
"ｋｅｙ","-","-","-","-","-"
"Catch&Release","-","-","-","-","-"
"Revation Systems","-","-","11 to 50","-","-"
"StreamElements","-","-","11 to 50","-","-"
"Grata Data","-","-","11 to 50","-","-"
"SamCart","-","2014","less than
10","less than
$1M (USD)","-"
"Virtuagym","-","2008","11 to 50","-","-"
"River","-","-","-","-","-"
"Flexwise Health","Kevin Godsey, CEO","-","11 to 50","-","Healthcare"
"transcend","-","-","11 to 50","-","-"
"Steadily","-","-","-","-","-"
"Minded","-","-","-","-","-"
"Raistone Capital","-","-","-","-","-"
"tequity","-","-","-","-","-"
"Augmentt","-","-","-","-","-"
"Intentsify","-","-","-","-","-"
"GumGum Sports","-","-","-","-","-"
"Alanna","-","-","-","-","-"
"REPRISE","-","-","less than
10","less than
$1M (USD)","-"
"Vitable Health","-","-","-","-","-"
"Greenwood","-","-","-","-","Retail & Wholesale"
"CUJO AI","-","-","-","-","-"
"Mobotory","-","-","-","-","-"
"Hypergiant","-","-","11 to 50","-","-"
"Robbie Ai","-","-","11 to 50","-","-"
"Openfit","-","-","-","-","-"
"Maestro","-","2007","11 to 50","$1M to $5M (USD)","Construction, Repair & Facilities Services"
"Nepris","-","2013","11 to 50","-","-"
"Tenth","-","-","-","-","-"
"Altana","-","-","5,001 to 10,000","$1B to $5B (USD)","-"
"Digital Town","-","-","-","-","-"
"Redivus Health","-","-","less than
10","less than
$1M (USD)","Healthcare"
"Cloverly","-","-","-","-","-"
"viisights","-","-","-","-","-"
"Foodspace","-","-","-","-","-"
"Lightyear","-","-","51 to 200","-","-"
"B2Z Insurance","-","-","-","-","-"
"YvesBlue","-","-","-","-","-"
"Zonos","-","-","11 to 50","-","-"
"Roots Automation","-","-","-","-","-"
"Unioncrate","-","-","-","-","Internet & Web Services"
"PILLAR","-","2010","51 to 200","$25M to $100M (USD)","Business Consulting"
"Deeplite","Nick Romano","-","less than
10","-","Information Technology"
"Granular","-","-","-","-","-"
"Agile Stacks","-","-","-","-","-"
"Bitcoin Depot","-","-","11 to 50","-","-"
"Local Logic","-","2014","11 to 50","-","-"
"Aryeo","-","-","-","-","-"
"test","-","1982","-","-","Automotive"
"Immerss","-","-","-","-","-"
"Heads Up Health","-","-","11 to 50","-","-"
"iFOLIO","-","-","-","-","-"
"Script Health","-","-","-","-","-"
"Textel","-","-","-","-","-"
"Alyce","-","2015","less than
10","-","-"
"Accept","-","-","11 to 50","-","-"
"Dealerware","Matt Carpenter","-","51 to 200","-","Automotive"
